Date;Code;PVP;Description1;Description2;Type;
2020/04/12;"00001036";"77.78€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H300 NEGRO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00000587";"78.13€";"CANAL SPORT LW125 RANURADO C/2 TOPES 1000MM H187 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00000588";"78.28€";"CANAL SPORT LW125 RANURADO C/2 TOPES R36,5 1000MM H187 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00000598";"78.74€";"CANAL SPORT LW125 RANURADO C/2 TOPES R48 1000MM H187 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00000597";"78.78€";"CANAL SPORT LW125 RANURADO C/2 TOPES R24 1000MM H187 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00304836";"80.38€";"CANAL SPORT N200 1000MM H360 C250";"ACO DRAIN - SPORT N200";"CANALES DE DRENAJE";
2020/04/12;"00000961";"82.05€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H200 BLANCO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00000962";"83.49€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H250 BLANCO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00015550";"84.44€";"CANAL SPORT LW125 RANURADO C/2 TOPES R36,5 1000MM H200 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00015547";"84.94€";"CANAL SPORT LW125 RANURADO C/2 TOPES 1000MM H200 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00015525";"88.72€";"CANAL SPORT LW125 RANURADO C/2 TOPES R36,5 1000MM H200 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00015519";"89.18€";"CANAL SPORT LW125 RANURADO C/2 TOPES 1000MM H200 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00001037";"91.10€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H400 NEGRO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00000963";"95.56€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H300 BLANCO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00000969";"105.43€";"BORDILLOS ESQUINA ACO SPORT BORDILLOS 250MM H400 BLANCO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00000964";"107.84€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H400 BLANCO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00001773";"114.77€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H200 NEGRO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00002907";"118.55€";"REJA SPORT N200 L1000 C250 AºGº ENTRAMADA 30X30 C/FIJ CLAVIJA ATORNILLADA";"ACO DRAIN REJA - SPORT N200";"CANALES DE DRENAJE";
2020/04/12;"00015574";"120.71€";"CANAL REGISTRO SPORT LW125 RANURADO 500MM H198 C250";"ACO DRAIN - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00001774";"123.33€";"BORDILLOS ACO SPORT BORDILLOS 1000MM H250 NEGRO";"ACO DRAIN - SPORT BORDILLOS";"CANALES DE DRENAJE";
2020/04/12;"00001714";"138.94€";"SUM SPORT N100 H585 DN/OD 110 C/RJ PAS AºGº A15 C/CEST PLÁSTICO";"ACCESORIO SUMIDERO - SPORT N100";"CANALES DE DRENAJE";
2020/04/12;"00000603";"142.81€";"SUM SPORT LW125 H510 DN 150";"ACCESORIO SUMIDERO - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00000601";"143.53€";"SUM SPORT LW125 H470 DN 150";"ACCESORIO SUMIDERO - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00003450";"182.46€";"CANAL SPORT LW100K 1000MM H200 A15";"ACO DRAIN - SPORT LW100K";"CANALES DE DRENAJE";
2020/04/12;"00001476";"200.19€";"CANAL SPORT ARENERO 560MM H140 EPDM INTERIOR";"ACO DRAIN - SPORT ARENERO";"CANALES DE DRENAJE";
2020/04/12;"00001477";"224.74€";"CANAL SPORT ARENERO 560MM H140 EPDM EXTERIOR";"ACO DRAIN - SPORT ARENERO";"CANALES DE DRENAJE";
2020/04/12;"00000604";"230.23€";"SUM SPORT LW125 H483 DN 150";"ACCESORIO SUMIDERO - SPORT LW125";"CANALES DE DRENAJE";
2020/04/12;"00001474";"268.58€";"CANAL SPORT ARENERO 1000MM H140 EPDM INTERIOR";"ACO DRAIN - SPORT ARENERO";"CANALES DE DRENAJE";
2020/04/12;"00001475";"304.11€";"CANAL SPORT ARENERO 1000MM H140 EPDM EXTERIOR";"ACO DRAIN - SPORT ARENERO";"CANALES DE DRENAJE";
2020/04/12;"00003452";"373.35€";"SUM SPORT LW100K H480 DN 100";"ACCESORIO SUMIDERO - SPORT LW100K";"CANALES DE DRENAJE";
2020/04/12;"00022100";"2.57€";"KIT ANTIRROBO MULTIDRAIN 100 P/RJ PAS FUNDICION";"MULTIDRAIN 100 - KIT ANTIROBO";"CANALES DE DRENAJE";
2020/04/12;"00022150";"2.61€";"KIT ANTIRROBO MULTIDRAIN 150 P/RJ PAS FUNDICION";"MULTIDRAIN 150 - KIT ANTIROBO";"CANALES DE DRENAJE";
2020/04/12;"00022200";"2.61€";"KIT ANTIRROBO MULTIDRAIN 200 P/RJ PAS FUNDICION";"MULTIDRAIN 200 - KIT ANTIROBO";"CANALES DE DRENAJE";
2020/04/12;"00023404";"10.51€";"TAPA DN/OD 110 PP H300 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012611";"11.17€";"REJA MULTIDRAIN/ MULTILINE 100 L500 A15 AºGº PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012375";"12.70€";"TAPA HP H60 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012381";"13.89€";"TAPA HP H80 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00023159";"14.00€";"TAPA DN/OD 160 PP H310 MULTIDRAIN/ MULTILINE 150";"ACCESORIOS - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00132710";"14.40€";"REJA MULTIDRAIN/ MULTILINE 100 L500 B125 COMPOSITE PASARELA CON MICROGRIP C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012780";"15.01€";"TAPA HP H120 MULTIDRAIN/ MULTILINE 150";"ACCESORIOS - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00023219";"15.03€";"TAPA DN/OD 160 PP H365 MULTIDRAIN/ MULTILINE 200";"ACCESORIOS - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00012610";"15.14€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 A15 AºGº PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012380";"15.16€";"TAPA HP H100 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013001";"16.79€";"CALZA EMPALME H50 P/CNL MULTIDRAIN/MULTILINE 150";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00012676";"17.78€";"REJA MULTIDRAIN/ MULTILINE 100 L500 B125 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012670";"18.02€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00132720";"20.73€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 COMPOSITE PASARELA CON MICROGRIP C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012601";"20.93€";"CALZA EMPALME H50 P/CNL MULTIDRAIN/MULTILINE 100";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013180";"21.77€";"TAPA HP H120 MULTIDRAIN/ MULTILINE 200";"ACCESORIOS - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00013401";"21.83€";"CALZA EMPALME H50 P/CNL MULTIDRAIN/MULTILINE 200";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00132561";"24.98€";"REJA MULTIDRAIN/ MULTILINE 100 L500 B125 AºGº ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012376";"26.08€";"TAPA DN 50 AºGº H70 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012615";"26.42€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AºGº PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012600";"28.80€";"CALZA EMPALME H25 P/CNL MULTIDRAIN/MULTILINE 100";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013000";"29.37€";"CALZA EMPALME H25 P/CNL MULTIDRAIN/MULTILINE 150";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00012384";"29.91€";"TAPA DN 50 AºGº H80 MULTIDRAIN/ MULTILINE 100";"ACCESORIOS - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012675";"30.14€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 FUNDICION ANTI-TACÓN C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00023408";"30.83€";"REJA MULTIDRAIN/ MULTILINE 100 L500 D400 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012673";"32.00€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 FUNDICION ENTRAMADA 31X12 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012667";"33.29€";"REJA MULTIDRAIN/ MULTILINE 100 L500 A15 AºGº PERFORADA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013070";"34.19€";"REJA MULTIDRAIN/ MULTILINE 150 L500 C250 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00013400";"34.56€";"CALZA EMPALME H25 P/CNL MULTIDRAIN/MULTILINE 200";"ACCESORIO CALZA EMPALME - MULTIDRAIN/MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"01012323";"38.70€";"CANAL MULTIDRAIN 100 BA 1000MM H80 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023405";"38.82€";"REJA MULTIDRAIN/ MULTILINE 100 L500 D400 FUNDICION ANTI-TACÓN C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013470";"39.93€";"REJA MULTIDRAIN/ MULTILINE 200 L500 C250 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00012666";"40.17€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 A15 AºGº PERFORADA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00132560";"40.21€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 B125 AºGº ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00023000";"41.16€";"CANAL MULTIDRAIN 100 0.0 1000MM H150 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012321";"42.59€";"CANAL MULTIDRAIN 100 BA 1000MM H100 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00133602";"43.19€";"REJA MULTIDRAIN/ MULTILINE 150 L500 B125 AºGº ENTRAMADA Q+ 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00013585";"43.28€";"TAPA HP H485 MULTIDRAIN/ MULTILINE 300";"ACCESORIOS - MULTIDRAIN/ MULTILINE 300";"CANALES DE DRENAJE";
2020/04/12;"00132881";"44.58€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AºGº ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012614";"45.36€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 C250 AºGº PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00445599";"47.22€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AºGº BRICKSLOT-ST L H106";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00023164";"47.38€";"REJA MULTIDRAIN/ MULTILINE 150 L500 D400 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"01012340";"48.63€";"CANAL MULTIDRAIN 100 5.0 1000MM H175 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012350";"49.02€";"CANAL MULTIDRAIN 100 10.0 1000MM H200 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00133614";"49.08€";"REJA MULTIDRAIN/ MULTILINE 200 L500 B125 AºGº ENTRAMADA Q+ 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00332600";"49.47€";"CANAL MULTIDRAIN 150 BA 1000MM H160 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
2020/04/12;"00132542";"49.78€";"REJA MULTIDRAIN/ MULTILINE 100 L500 B125 AISI304 ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"01012721";"51.74€";"CANAL MULTIDRAIN 150 BA 1000MM H120 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
2020/04/12;"01012308";"51.76€";"CANAL MULTIDRAIN 100 8 1000MM H185-190 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012303";"51.76€";"CANAL MULTIDRAIN 100 3 1000MM H160-165 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012309";"51.76€";"CANAL MULTIDRAIN 100 9 1000MM H190-195 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012304";"51.76€";"CANAL MULTIDRAIN 100 4 1000MM H165-170 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012310";"51.76€";"CANAL MULTIDRAIN 100 10 1000MM H195-200 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012305";"51.76€";"CANAL MULTIDRAIN 100 5 1000MM H170-175 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012306";"51.76€";"CANAL MULTIDRAIN 100 6 1000MM H175-180 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012301";"51.76€";"CANAL MULTIDRAIN 100 1 1000MM H150-155 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012307";"51.76€";"CANAL MULTIDRAIN 100 7 1000MM H180-185 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012303";"51.76€";"CANAL MULTIDRAIN 100 3 1000MM H160-165 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00132886";"53.15€";"REJA MULTIDRAIN/ MULTILINE 100 L500 D400 AºGº ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"01012360";"54.28€";"CANAL MULTIDRAIN 100 15.0 1000MM H225 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00013073";"54.86€";"REJA MULTIDRAIN/ MULTILINE 150 L500 C250 FUNDICION ENTRAMADA 29X12 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00332620";"55.09€";"CANAL MULTIDRAIN 200 BA 1000MM H180 D400";"ACO DRAIN - MULTIDRAIN 200";"CANALES DE DRENAJE";
2020/04/12;"00023150";"56.23€";"CANAL MULTIDRAIN 150 0.0 1000MM H210 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
2020/04/12;"C0002016";"56.30€";"CANAL MULTIDRAIN 100 0.0 H150 CON REJA PASARELA A15";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01012370";"56.50€";"CANAL MULTIDRAIN 100 20.0 1000MM H250 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"01013121";"57.35€";"CANAL MULTIDRAIN 200 BA 1000MM H120 D400";"ACO DRAIN - MULTIDRAIN 200";"CANALES DE DRENAJE";
2020/04/12;"00446016";"57.87€";"REJA MULTIDRAIN/ MULTILINE 100 L500 D400 AºGº BRICKSLOT-ST L H105";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012641";"58.49€";"REJA MULTIDRAIN/ MULTILINE 100 L500 A15 AISI304 PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00133606";"59.82€";"REJA MULTIDRAIN/ MULTILINE 150 L500 C250 AºGº ENTRAMADA Q+ 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00023013";"60.46€";"CANAL MULTIDRAIN 100 13 1000MM H210-215 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023019";"60.46€";"CANAL MULTIDRAIN 100 19 1000MM H240-245 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023014";"60.46€";"CANAL MULTIDRAIN 100 14 1000MM H215-220 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023020";"60.46€";"CANAL MULTIDRAIN 100 20 1000MM H245-250 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023015";"60.46€";"CANAL MULTIDRAIN 100 15 1000MM H220-225 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023016";"60.46€";"CANAL MULTIDRAIN 100 16 1000MM H225-230 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023011";"60.46€";"CANAL MULTIDRAIN 100 11 1000MM H200-205 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023017";"60.46€";"CANAL MULTIDRAIN 100 17 1000MM H230-235 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023017";"60.46€";"CANAL MULTIDRAIN 100 17 1000MM H230-235 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00023012";"60.46€";"CANAL MULTIDRAIN 100 12 1000MM H205-210 D400";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00446022";"64.62€";"REJA MULTIDRAIN/ MULTILINE 100 L500 D400 AºGº BRICKSLOT-ST L H150";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00446129";"65.10€";"REJA MULTIDRAIN/ MULTILINE 150 L500 C250 AºGº BRICKSLOT-ST L H105";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00445927";"65.71€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AºGº BRICKSLOT-ST L H65";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00023224";"66.04€";"REJA MULTIDRAIN/ MULTILINE 200 L500 D400 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00446028";"67.81€";"REJA MULTIDRAIN/ MULTILINE 150 L500 D400 AºGº BRICKSLOT-ST L H105";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00023161";"68.30€";"REJA MULTIDRAIN/ MULTILINE 150 L500 D400 FUNDICION ANTI-TACÓN C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00012640";"68.91€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 A15 AISI304 PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00445598";"68.93€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 C250 AºGº BRICKSLOT-ST L H106";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00445933";"71.37€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AºGº BRICKSLOT-ST L H150";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00012665";"71.93€";"REJA MULTIDRAIN/ MULTILINE 100 L500 A15 AISI304 PERFORADA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00013473";"72.90€";"REJA MULTIDRAIN/ MULTILINE 200 L500 C250 FUNDICION ENTRAMADA 31X14 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00133601";"74.73€";"REJA MULTIDRAIN/ MULTILINE 150 L1000 B125 AºGº ENTRAMADA Q+ 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00023210";"74.84€";"CANAL MULTIDRAIN 200 0.0 1000MM H265 D400";"ACO DRAIN - MULTIDRAIN 200";"CANALES DE DRENAJE";
2020/04/12;"00132880";"74.88€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 C250 AºGº ENTRAMADA 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00445929";"74.97€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AISI304 BRICKSLOT-ST L H65";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"00446034";"75.05€";"REJA MULTIDRAIN/ MULTILINE 150 L500 D400 AºGº BRICKSLOT-ST L H150";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 150";"CANALES DE DRENAJE";
2020/04/12;"00445926";"75.25€";"REJA MULTIDRAIN/ MULTILINE 100 L1000 C250 AºGº BRICKSLOT-ST L H65";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"01012740";"76.03€";"CANAL MULTIDRAIN 150 5.0 1000MM H235 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
2020/04/12;"00446135";"76.18€";"REJA MULTIDRAIN/ MULTILINE 200 L500 C250 AºGº BRICKSLOT-ST L 1 H105";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"00133618";"76.46€";"REJA MULTIDRAIN/ MULTILINE 200 L500 C250 AºGº ENTRAMADA Q+ 30X10 C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 200";"CANALES DE DRENAJE";
2020/04/12;"C0002019";"77.19€";"CANAL MULTIDRAIN 100 0.0 H150 CON REJA PASARELA C250";"ACO DRAIN - MULTIDRAIN 100";"CANALES DE DRENAJE";
2020/04/12;"00303216";"77.44€";"REJA MULTIDRAIN 300 L500 C250 FUNDICION PASARELA C/FIJ DRAINLOCK®";"ACO DRAIN REJA - MULTIDRAIN 300";"CANALES DE DRENAJE";
2020/04/12;"01012750";"78.29€";"CANAL MULTIDRAIN 150 10.0 1000MM H260 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
2020/04/12;"00445601";"78.47€";"REJA MULTIDRAIN/ MULTILINE 100 L500 C250 AISI304 BRICKSLOT-ST L H106";"ACO DRAIN REJA - MULTIDRAIN/ MULTILINE 100";"CANALES DE DRENAJE";
2020/04/12;"01012760";"80.07€";"CANAL MULTIDRAIN 150 15.0 1000MM H285 D400";"ACO DRAIN - MULTIDRAIN 150";"CANALES DE DRENAJE";
